Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
715;56455;"Hrvatski Geografski Glasnik";journal;"13315854";"Croatian Geographical Society";Yes;Yes;0,151;Q4;14;12;32;620;13;32;0,33;51,67;48,39;0;7;Croatia;Eastern Europe;"Croatian Geographical Society";"1998-2001, 2003-2024";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
716;21100449118;"International Journal of Islamic Architecture";journal;"20455895, 20455909";"Intellect Ltd.";No;No;0,151;Q4;9;17;62;975;17;59;0,27;57,35;70,59;0;11;United Kingdom;Western Europe;"Intellect Ltd.";"2012-2025";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Engineering; Social Sciences"
717;21101171884;"Astragalo";journal;"11343672, 24690503";"Universidad de Sevilla";Yes;Yes;0,150;Q4;2;19;98;363;14;91;0,10;19,11;36,84;0;6;Spain;Western Europe;"Universidad de Sevilla";"2019-2024";"History (Q2); Philosophy (Q2); Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Engineering; Social Sciences"
718;21100927903;"Atelie Geografico";journal;"19821956";"Universidade Federal De Goias (UFG)";Yes;Yes;0,150;Q4;4;43;125;1374;19;125;0,18;31,95;36,07;0;22;Brazil;Latin America;"Universidade Federal De Goias (UFG)";"2019-2024";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4); Tourism, Leisure and Hospitality Management (Q4); Urban Studies (Q4)";"Business, Management and Accounting; Environmental Science; Social Sciences"
719;21101095657;"Economia, Sociedad y Territorio";journal;"14058421, 24486183";"El Colegio Mexiquense AC";Yes;Yes;0,150;Q4;6;35;102;1583;44;102;0,25;45,23;35,96;0;18;Mexico;Latin America;"El Colegio Mexiquense AC";"2019-2024";"Demography (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Social Sciences"
720;34418;"Geoadria";journal;"13312294";"Croatian Geographical Society";Yes;Yes;0,150;Q4;6;0;27;0;19;26;0,47;0,00;0,00;0;0;Croatia;Eastern Europe;"Croatian Geographical Society";"1996, 1998, 2016-2023";"Atmospheric Science (Q4); Demography (Q4); Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
721;21101194302;"Journal of Architectural/Planning Research and Studies";journal;"27738868";"Faculty of Architecture and Planning Thammasat University";No;No;0,150;Q4;4;24;58;910;18;58;0,35;37,92;33,33;0;16;Thailand;Asiatic Region;"Faculty of Architecture and Planning Thammasat University";"2019-2025";"Architecture (Q3); Geography, Planning and Development (Q4)";"Engineering; Social Sciences"
722;21100886374;"Alam Cipta";journal;"18237231, 22893687";"Universiti Putra Malaysia";No;No;0,148;Q4;7;25;58;913;19;53;0,33;36,52;45,10;0;14;Malaysia;Asiatic Region;"Universiti Putra Malaysia";"2018-2024";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Environmental Science; Social Sciences"
723;21101053567;"Indian Journal of Economics and Development";journal;"22775412, 23220430";"The Society of Economics and Development";No;No;0,148;Q4;6;89;333;2383;105;333;0,30;26,78;33,53;0;64;India;Asiatic Region;"The Society of Economics and Development";"2019-2024";"Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4); Geography, Planning and Development (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
724;21100899299;"VLC Arquitectura";journal;"23413050, 23412747";"Universidad Politecnica de Valencia";Yes;Yes;0,148;Q4;4;29;63;850;17;61;0,29;29,31;36,36;0;8;Spain;Western Europe;"Universidad Politecnica de Valencia";"2018-2024";"History (Q2); Visual Arts and Performing Arts (Q2); Architecture (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
725;21101026989;"International Real Estate Review";journal;"21548919";"Global Social Science Institute";No;No;0,146;Q4;20;21;62;986;23;61;0,38;46,95;26,83;0;13;United States;Northern America;"Global Social Science Institute";"1998-2024";"Accounting (Q4); Demography (Q4); Economics and Econometrics (Q4); Finance (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
726;14645;"Planning Advisory Service Memo";journal;"21691908, 10407340";"American Planning Association";No;No;0,146;Q4;4;2;11;57;4;11;0,36;28,50;33,33;0;0;United States;Northern America;"American Planning Association";"1989-1990, 1992-2018, 2022-2024";"Geography, Planning and Development (Q4)";"Social Sciences"
727;12637;"Canadian Journal of Urban Research";journal;"11883774";"Institute of Urban Studies";Yes;No;0,145;Q4;23;0;8;0;4;8;0,00;0,00;0,00;0;0;Canada;Northern America;"Institute of Urban Studies";"1992-2021";"Geography, Planning and Development (Q4); Urban Studies (Q4)";"Social Sciences"
728;13203;"Contemporary Pacific";journal;"1043898X, 15279464";"University of Hawaii Press";No;No;0,145;Q4;38;0;84;0;27;65;0,29;0,00;0,00;0;0;United States;Northern America;"University of Hawaii Press";"1992, 1996-2023";"Geography, Planning and Development (Q4); Sociology and Political Science (Q4)";"Social Sciences"
729;21101067386;"Revista U.D.C.A Actualidad and Divulgacion Cientifica";journal;"26192551, 01234226";"Universidad de Ciencias Aplicadas y Ambientales U.D.C.A";Yes;Yes;0,145;Q4;5;42;147;1451;63;143;0,32;34,55;41,22;0;23;Colombia;Latin America;"Universidad de Ciencias Aplicadas y Ambientales U.D.C.A";"2019-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Social Sciences"
730;19700186953;"Enterprise Development and Microfinance";journal;"17551978, 17551986";"Practical Action Publishing";No;No;0,144;Q4;15;0;47;0;24;40;0,56;0,00;0,00;0;0;United Kingdom;Western Europe;"Practical Action Publishing";"2007-2022";"Development (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
731;21100943503;"Sustainable Mediterranean Construction";journal;"24208213, 23851546";"Luciano Editore";Yes;No;0,144;Q4;5;48;149;911;27;138;0,20;18,98;51,92;0;37;Italy;Western Europe;"Luciano Editore";"2000, 2019-2024";"Architecture (Q3); Conservation (Q3); Building and Construction (Q4); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Environmental Science; Social Sciences"
732;21100897143;"Brussels Studies";journal;"20310293";"Universite Saint-Louis Bruxelles";Yes;Yes;0,143;Q4;3;6;36;211;7;36;0,08;35,17;33,33;0;5;Belgium;Western Europe;"Universite Saint-Louis Bruxelles";"2018-2024";"Cultural Studies (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Social Sciences"
733;21101120351;"Dearq";journal;"20113188, 2215969X";"Universidad de los Andes, Colombia";Yes;Yes;0,143;Q4;4;24;84;422;11;72;0,09;17,58;50,00;0;13;Colombia;Latin America;"Universidad de los Andes, Colombia";"2019-2025";"Architecture (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
734;21100790721;"Italian Journal of Planning Practice";journal;"2239267X";"University of Rome La Sapienza";Yes;Yes;0,143;Q4;10;2;15;119;5;15;0,50;59,50;50,00;0;1;Italy;Western Europe;"University of Rome La Sapienza";"2011-2024";"Architecture (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
735;33154;"Journal of Architectural and Planning Research";journal;"07380895";"Locke Science Publishing Company Inc.";No;No;0,142;Q4;34;0;6;0;2;6;0,33;0,00;0,00;0;0;United States;Northern America;"Locke Science Publishing Company Inc.";"1984-2019, 2022";"Architecture (Q3); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Environmental Science; Social Sciences"
736;21101072517;"International Journal of Social Quality (United States)";journal;"17570352, 17570344";"Berghahn Journals";Yes;Yes;0,141;Q4;5;0;38;0;22;28;0,68;0,00;0,00;0;0;United Kingdom;Western Europe;"Berghahn Journals";"2019, 2021-2023";"Geography, Planning and Development (Q4); Health (social science) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
737;19700169301;"Revista de Economia Mundial";journal;"15760162";"Cambridge University Press";Yes;Yes;0,141;Q4;16;33;86;1344;29;73;0,40;40,73;41,79;0;18;Spain;Western Europe;"Cambridge University Press";"2003-2024";"History (Q2); Economics and Econometrics (Q4); Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Transportation (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
738;12607;"Romanian Journal of Geography";journal;"12205311, 22859675";"Publishing House of the Romanian Academy";Yes;Yes;0,137;Q4;6;16;44;751;18;43;0,27;46,94;56,41;0;10;Romania;Eastern Europe;"Publishing House of the Romanian Academy";"1996, 2016-2024";"Geography, Planning and Development (Q4)";"Social Sciences"
739;15493;"Finance and Development";journal;"01451707, 15645142";"International Monetary Fund";Yes;No;0,136;Q4;39;77;190;60;66;52;0,32;0,78;0,00;0;5;United States;Northern America;"International Monetary Fund";"1973, 1975-1976, 1978-2024";"Development (Q4); Finance (Q4); Geography, Planning and Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
740;21100246540;"International Journal of Technology Management and Sustainable Development";journal;"14742748, 20400551";"Intellect Ltd.";No;No;0,136;Q4;15;21;44;1329;35;41;0,82;63,29;20,00;0;17;United Kingdom;Western Europe;"Intellect Ltd.";"2013-2024";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Environmental Science; Social Sciences"
741;29932;"Mitteilungen der Osterreichischen Geographischen Gesellschaft";journal;"00299138";"Austrian Geographical Society";No;No;0,136;Q4;12;0;54;0;13;54;0,29;0,00;0,00;0;0;Austria;Western Europe;"Austrian Geographical Society";"1978-2008, 2011-2018, 2020-2023";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
742;21100874193;"Berichte Geographie und Landeskunde";journal;"21966184";"Franz Steiner Verlag GmbH";No;No;0,135;Q4;12;14;60;1079;17;58;0,23;77,07;45,45;1;5;Germany;Western Europe;"Franz Steiner Verlag GmbH";"2013-2018, 2020-2025";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
743;5600155211;"Historia Critica";journal;"19006152, 01211617";"Universidad de los Andes, Colombia";Yes;Yes;0,135;Q4;14;20;71;1032;21;70;0,23;51,60;50,00;0;7;Colombia;Latin America;"Universidad de los Andes, Colombia";"2002-2025";"History (Q2); Cultural Studies (Q3); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
744;21100937446;"On the W@terfront";journal;"11397365";"Universitat de Barcelona";Yes;Yes;0,135;Q4;5;2;35;151;13;35;0,30;75,50;33,33;0;2;Spain;Western Europe;"Universitat de Barcelona";"2019-2025";"Visual Arts and Performing Arts (Q2); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
745;21100778849;"Southeast Asian Studies";journal;"21867275, 24238686";"Center for Southeast Asian Studies";Yes;No;0,135;Q4;13;17;53;1007;24;50;0,42;59,24;36,36;0;8;Japan;Asiatic Region;"Center for Southeast Asian Studies";"2012-2024";"Development (Q4); Geography, Planning and Development (Q4); Multidisciplinary (Q4); Political Science and International Relations (Q4)";"Multidisciplinary; Social Sciences"
746;21100874742;"Springer Geography";book series;"21943168, 2194315X";"Springer Nature";No;No;0,135;Q4;21;231;495;8459;204;4;0,47;36,62;0,00;0;129;Germany;Western Europe;"Springer Nature";"2012-2025";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
747;13162;"Terra";journal;"00403741";"Geographical Society of Finland";Yes;Yes;0,135;Q4;8;18;72;716;15;35;0,17;39,78;51,85;0;4;Finland;Western Europe;"Geographical Society of Finland";"1978-2015, 2017-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Water Science and Technology (Q4)";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science; Social Sciences"
748;21101021924;"Translocal Chinese: East Asian Perspectives";journal;"24522007, 24522015";"Brill Academic Publishers";No;No;0,134;Q4;4;10;33;433;9;27;0,31;43,30;33,33;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2016-2024";"History (Q2); Anthropology (Q3); Cultural Studies (Q3); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
749;21100851818;"Anales de Geografia de la Universidad Complutense";journal;"19882378, 02119803";"Universidad Complutense Madrid";Yes;Yes;0,133;Q4;13;25;69;901;19;69;0,25;36,04;23,40;0;12;Spain;Western Europe;"Universidad Complutense Madrid";"2011-2024";"Geography, Planning and Development (Q4); Urban Studies (Q4)";"Social Sciences"
750;4100151601;"Arab World Geographer";journal;"14806800";"University of Akron";No;No;0,133;Q4;13;13;63;580;24;63;0,35;44,62;29,41;0;7;United States;Northern America;"University of Akron";"2005-2014, 2016-2024";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
751;14472;"AVN Allgemeine Vermessungs-Nachrichten";journal;"00025968";"V D E Verlag GmbH";No;No;0,133;Q4;8;29;86;774;10;63;0,13;26,69;16,67;0;5;Germany;Western Europe;"V D E Verlag GmbH";"1979-1980, 1988-1994, 2014-2024";"Civil and Structural Engineering (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Engineering; Social Sciences"
752;21101148504;"Brill's Studies in Maritime History";book series;"24054917";"Brill Academic Publishers";No;No;0,133;Q4;3;16;20;1640;2;1;0,10;102,50;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2015-2019, 2023-2025";"History (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
753;28756;"Geographische Rundschau";journal;"00167460";"Westermann Schulbuchverlag GmbH";No;No;0,133;Q4;14;145;395;1055;12;308;0,03;7,28;42,04;0;26;Germany;Western Europe;"Westermann Schulbuchverlag GmbH";"1975, 1977-2014, 2018-2024";"Atmospheric Science (Q4); Energy (miscellaneous) (Q4); Geography, Planning and Development (Q4); Water Science and Technology (Q4)";"Earth and Planetary Sciences; Energy; Environmental Science; Social Sciences"
754;3200147827;"National Interest";journal;"08849382";"National Interest";No;No;0,133;Q4;18;0;2;0;0;1;0,00;0,00;0,00;0;0;United States;Northern America;"National Interest";"2004-2021";"Geography, Planning and Development (Q4); Political Science and International Relations (Q4)";"Social Sciences"
755;4900153503;"Projections";journal;"2638342X, 15356191";"MIT Department of Urban Studies and Planning";No;No;0,133;Q4;8;4;1;199;0;1;0,00;49,75;50,00;0;2;United States;Northern America;"MIT Department of Urban Studies and Planning";"2004, 2006-2008, 2010-2011, 2014, 2016-2017, 2019-2020, 2023-2024";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
756;13098;"BSGLg";journal;"07707576, 25070711";"Societe Geographique de Liege";Yes;Yes;0,132;Q4;7;21;72;725;10;71;0,13;34,52;38,89;0;10;Belgium;Western Europe;"Societe Geographique de Liege";"1979, 1981-1986, 1988-1994, 2012-2024";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
