Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
177;21100377744;"International Journal of Lean Six Sigma";journal;"20404166, 20404174";"Emerald Publishing";No;No;0,755;Q2;58;86;166;7635;1000;160;5,72;88,78;30,74;0;48;United Kingdom;Western Europe;"Emerald Publishing";"2010-2025";"Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences; Engineering"
178;21100886529;"International Journal of Systems Science: Operations and Logistics";journal;"23302674, 23302682";"Taylor and Francis Ltd.";No;No;0,755;Q2;33;70;175;4157;778;175;4,35;59,39;25,82;0;37;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Information Systems (Q2); Information Systems and Management (Q2); Management Information Systems (Q2); Management Science and Operations Research (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences"
179;17600155106;"Flexible Services and Manufacturing Journal";journal;"19366590, 19366582";"Springer New York";No;No;0,753;Q2;55;99;110;5931;412;106;3,25;59,91;25,78;1;39;United States;Northern America;"Springer New York";"2006, 2008-2025";"Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q2)";"Decision Sciences; Engineering"
180;28930;"Computational Statistics";journal;"09434062";"Springer Verlag";No;No;0,750;Q2;55;200;325;7108;671;321;1,75;35,54;27,36;0;20;Germany;Western Europe;"Springer Verlag";"1996-2025";"Computational Mathematics (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
181;145295;"4OR";journal;"16142411, 16194500";"Springer";No;No;0,749;Q2;48;42;86;1097;217;77;2,39;26,12;24,56;0;3;Germany;Western Europe;"Springer";"2003-2025";"Computational Theory and Mathematics (Q2); Management Information Systems (Q2); Management Science and Operations Research (Q2); Theoretical Computer Science (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Mathematics"
182;19600161828;"Public Transport";journal;"16137159, 1866749X";"Springer Verlag";No;No;0,749;Q2;39;46;86;2687;271;84;2,95;58,41;20,28;1;35;Germany;Western Europe;"Springer Verlag";"2009-2025";"Mechanical Engineering (Q1); Information Systems (Q2); Management Science and Operations Research (Q2); Transportation (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
183;15688;"Journal of Information Systems";journal;"08887985, 15587959";"American Accounting Association";No;No;0,733;Q2;48;22;87;1294;278;85;2,46;58,82;44,07;0;5;United States;Northern America;"American Accounting Association";"2009-2024";"Accounting (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Information Systems and Management (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Software (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences"
184;13559;"Journal of Loss Prevention in the Process Industries";journal;"09504230";"Elsevier B.V.";No;No;0,723;Q2;110;234;710;10950;3271;702;4,64;46,79;30,18;0;61;Netherlands;Western Europe;"Elsevier B.V.";"1988-2025";"Industrial and Manufacturing Engineering (Q1); Chemical Engineering (miscellaneous) (Q2); Control and Systems Engineering (Q2); Energy Engineering and Power Technology (Q2); Food Science (Q2); Management Science and Operations Research (Q2); Safety, Risk, Reliability and Quality (Q2)";"Agricultural and Biological Sciences; Chemical Engineering; Decision Sciences; Energy; Engineering"
185;21100450117;"International Journal of Information Systems and Project Management";journal;"21827788, 21827796";"Universidade do Minho";Yes;Yes;0,711;Q2;25;18;53;1053;211;48;3,67;58,50;30,00;0;7;Portugal;Western Europe;"Universidade do Minho";"2013-2025";"Information Systems and Management (Q2); Management Information Systems (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
186;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;0,710;Q2;49;46;88;2016;215;79;2,18;43,83;31,62;0;2;United States;Northern America;"Springer New York";"1984-2025";"Library and Information Sciences (Q1); Mathematics (miscellaneous) (Q1); Psychology (miscellaneous) (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
187;21101122877;"Forecasting";journal;"25719394";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,705;Q2;22;57;148;2988;654;141;4,29;52,42;24,69;0;30;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q1); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Decision Sciences (miscellaneous) (Q2)";"Computer Science; Decision Sciences; Economics, Econometrics and Finance"
188;27989;"Optimization";journal;"10294945, 02331934";"Taylor and Francis Ltd.";No;No;0,705;Q2;63;324;455;10892;914;445;1,88;33,62;24,69;0;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1985-2025";"Applied Mathematics (Q2); Control and Optimization (Q2); Management Science and Operations Research (Q2)";"Decision Sciences; Mathematics"
189;24306;"Digital Signal Processing: A Review Journal";journal;"10954333, 10512004";"Elsevier Inc.";No;No;0,704;Q2;96;415;1105;18842;4297;1100;3,83;45,40;28,56;1;20;United States;Northern America;"Elsevier Inc.";"1991-2025";"Applied Mathematics (Q2); Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Signal Processing (Q2); Statistics, Probability and Uncertainty (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
190;19600157009;"North American Actuarial Journal";journal;"10920277";"Taylor and Francis Ltd.";No;No;0,703;Q2;53;65;128;3064;205;118;1,96;47,14;25,81;0;21;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2025";"Economics and Econometrics (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
191;20606;"Journal of Forecasting";journal;"02776693, 1099131X";"John Wiley and Sons Ltd";No;No;0,701;Q2;71;175;291;8099;989;291;3,25;46,28;26,60;6;37;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1982-2025";"Modeling and Simulation (Q1); Computer Science Applications (Q2); Economics and Econometrics (Q2); Management Science and Operations Research (Q2); Statistics, Probability and Uncertainty (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Economics, Econometrics and Finance; Mathematics"
192;21100374809;"Journal of Science and Technology Policy Management";journal;"20534639, 20534620";"Emerald Group Publishing Ltd.";No;No;0,694;Q2;35;185;127;14778;765;113;6,21;79,88;32,89;0;113;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2025";"Industrial Relations (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
193;21100780696;"Big Data";journal;"21676461, 2167647X";"Mary Ann Liebert Inc.";No;No;0,692;Q2;45;47;133;2348;551;127;2,53;49,96;27,88;0;9;United States;Northern America;"Mary Ann Liebert Inc.";"2013-2025";"Computer Science Applications (Q2); Information Systems (Q2); Information Systems and Management (Q2)";"Computer Science; Decision Sciences"
194;21100821132;"Decision";journal;"23259973, 23259965";"American Psychological Association";No;No;0,687;Q2;24;37;73;2254;112;72;1,57;60,92;26,88;0;2;United States;Northern America;"American Psychological Association";"2014-2025";"Neuropsychology and Physiological Psychology (Q2); Social Psychology (Q2); Statistics, Probability and Uncertainty (Q2); Applied Psychology (Q3)";"Decision Sciences; Psychology"
195;21100996100;"International Journal of Population Data Science";journal;"23994908";"Swansea University";Yes;No;0,687;Q2;20;137;146;1787;230;132;1,29;13,04;56,16;1;43;United Kingdom;Western Europe;"Swansea University";"2017-2025";"Demography (Q1); Health Informatics (Q2); Information Systems (Q2); Information Systems and Management (Q2)";"Computer Science; Decision Sciences; Medicine; Social Sciences"
196;24437;"Data and Knowledge Engineering";journal;"0169023X";"Elsevier B.V.";No;No;0,682;Q2;96;83;180;4423;705;170;3,91;53,29;27,27;0;11;Netherlands;Western Europe;"Elsevier B.V.";"1985, 1987-2025";"Information Systems and Management (Q2)";"Decision Sciences"
197;19294;"Journal of Scheduling";journal;"10946136";"Springer New York";No;No;0,676;Q2;69;50;120;1931;240;114;2,13;38,62;22,37;0;2;United States;Northern America;"Springer New York";"1998-2025";"Engineering (miscellaneous) (Q1); Artificial Intelligence (Q2); Management Science and Operations Research (Q2); Software (Q2)";"Computer Science; Decision Sciences; Engineering"
198;16900154710;"Statistical Analysis and Data Mining";journal;"19321864, 19321872";"John Wiley and Sons Inc";No;No;0,671;Q2;41;69;137;2686;449;135;3,97;38,93;29,44;0;10;United States;Northern America;"John Wiley and Sons Inc";"2008-2025";"Analysis (Q2); Computer Science Applications (Q2); Information Systems (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Computer Science; Decision Sciences; Mathematics"
199;21101141431;"Journal for the Measurement of Physical Behaviour";journal;"25756605, 25756613";"Human Kinetics Publishers Inc.";No;No;0,662;Q2;15;39;103;1452;201;97;1,80;37,23;47,62;0;3;United States;Northern America;"Human Kinetics Publishers Inc.";"2019-2024";"Engineering (miscellaneous) (Q1); Computer Science (miscellaneous) (Q2); Psychology (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Statistics, Probability and Uncertainty (Q2)";"Computer Science; Decision Sciences; Engineering; Medicine; Psychology"
200;14500154733;"Operational Research";journal;"11092858, 18661505";"Springer Verlag";No;No;0,659;Q2;37;69;358;4331;1174;356;3,59;62,77;26,34;0;22;Germany;Western Europe;"Springer Verlag";"2009-2025";"Computational Theory and Mathematics (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Numerical Analysis (Q2); Statistics, Probability and Uncertainty (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Mathematics"
201;12136;"Journal of Statistical Planning and Inference";journal;"03783758";"Elsevier B.V.";No;No;0,657;Q2;90;85;247;2853;299;247;1,02;33,56;36,04;0;2;Netherlands;Western Europe;"Elsevier B.V.";"1977-2025";"Applied Mathematics (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
202;11700154400;"TOP";journal;"11345764, 18638279";"";No;No;0,657;Q2;33;36;87;1437;178;84;1,60;39,92;33,33;0;4;Germany;Western Europe;"";"1993-1996, 2003, 2007-2025";"Discrete Mathematics and Combinatorics (Q2); Information Systems and Management (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2)";"Decision Sciences; Mathematics"
203;21100981415;"Modeling Earth Systems and Environment";journal;"23636203, 23636211";"Springer International Publishing AG";No;No;0,654;Q2;66;407;887;24066;3526;885;3,95;59,13;23,05;0;250;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2025";"Agricultural and Biological Sciences (miscellaneous) (Q1); Computers in Earth Sciences (Q2); Environmental Science (miscellaneous) (Q2); Statistics, Probability and Uncertainty (Q2)";"Agricultural and Biological Sciences; Decision Sciences; Earth and Planetary Sciences; Environmental Science"
204;19124;"Queueing Systems";journal;"15729443, 02570130";"Springer Netherlands";No;No;0,651;Q2;59;32;215;1156;200;101;0,84;36,13;32,84;0;1;Netherlands;Western Europe;"Springer Netherlands";"1986-2025";"Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Management Science and Operations Research (Q2); Statistics and Probability (Q2)";"Computer Science; Decision Sciences; Mathematics"
205;13533;"Journal of the Royal Statistical Society. Series C: Applied Statistics";journal;"00359254, 14679876";"Oxford University Press";No;No;0,646;Q2;83;68;229;3165;338;216;1,34;46,54;38,66;0;18;United Kingdom;Western Europe;"Oxford University Press";"1981, 1983-1991, 1993, 1996-2025";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
206;21100386518;"Advances in Production Engineering and Management";journal;"18556531, 18546250";"Production Engineering Institute";No;No;0,645;Q2;32;34;108;1175;396;108;2,78;34,56;23,60;0;18;Slovenia;Eastern Europe;"Production Engineering Institute";"2014-2024";"Industrial and Manufacturing Engineering (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Mechanical Engineering (Q2); Nuclear and High Energy Physics (Q2)";"Business, Management and Accounting; Decision Sciences; Engineering; Physics and Astronomy"
207;19318;"Group Decision and Negotiation";journal;"09262644, 15729907";"Springer Netherlands";No;No;0,641;Q2;73;59;157;3291;557;150;3,43;55,78;32,30;0;8;Netherlands;Western Europe;"Springer Netherlands";"1992-2025";"Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)";"Arts and Humanities; Business, Management and Accounting; Decision Sciences; Social Sciences"
208;21101192898;"Journal of Soft Computing and Data Mining";journal;"2716621X";"Penerbit UTHM";No;No;0,641;Q2;10;35;48;1200;258;48;0,94;34,29;29,00;0;11;Malaysia;Asiatic Region;"Penerbit UTHM";"2020-2024";"Artificial Intelligence (Q2); Information Systems and Management (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Decision Sciences; Mathematics"
209;16106;"Foresight";journal;"14659832, 14636689";"Emerald Publishing";No;No;0,625;Q2;44;77;124;5855;647;122;5,58;76,04;41,40;0;37;United Kingdom;Western Europe;"Emerald Publishing";"1999-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
210;26386;"Electronic Communications in Probability";journal;"1083589X";"Institute of Mathematical Statistics";Yes;No;0,624;Q2;39;80;195;1459;129;195;0,63;18,24;16,45;0;0;United States;Northern America;"Institute of Mathematical Statistics";"1996-2025";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
211;23148;"IMA Journal of Management Mathematics";journal;"1471678X, 14716798";"Oxford University Press";No;No;0,622;Q2;40;34;83;1953;259;80;3,66;57,44;28,74;0;7;United Kingdom;Western Europe;"Oxford University Press";"1986, 1988-1989, 1991-1993, 1995-2024";"Economics, Econometrics and Finance (miscellaneous) (Q1); Applied Mathematics (Q2); Management Information Systems (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Mathematics"
